Project_ID,Construction_Year,City,Plot_Area_sqft,Builtup_Area_sqft,Number_of_Floors,House_Type,Construction_Quality,Bedroom_Count,Bathroom_Count,Hall_Count,Kitchen_Count,Foundation_Type,Steel_Quantity_kg,Cement_Bags,Sand_Quantity_m3,Aggregate_Quantity_m3,Brick_Quantity,Electrical_Points,Plumbing_Points,Mason_Labour_Days,Carpenter_Labour_Days,Electrician_Labour_Days,Plumber_Labour_Days,Cement_Rate_per_Bag,Steel_Rate_per_kg,Sand_Rate_per_m3,Brick_Rate_per_1000,Material_Cost,Labour_Cost,Total_Estimated_Cost
720,2020,Erode,3248,2599,3,Residential,Economy,5,4,1,1,RCC,11695,857,38.98,31.19,20792,29,12,103,64,32,28,428,76,2356,7545,10409514.8,4197385.0,16789540.0
721,2022,Trichy,2577,2062,2,Residential,Luxury,4,4,1,1,RCC,9279,680,30.93,24.74,16496,72,14,82,51,25,22,395,74,1676,8823,15694129.44,6328278.0,25313112.0
722,2016,Salem,3480,2784,2,Residential,Luxury,2,2,1,1,RCC,12528,918,41.76,33.41,22272,34,21,111,69,34,30,424,80,1723,7580,17833858.56,7191072.0,28764288.0
723,2025,Chennai,1600,1280,1,Residential,Luxury,3,3,1,1,RCC,5760,422,19.2,15.36,10240,86,19,51,32,16,14,392,62,2216,8035,9227980.8,3720960.0,14883840.0
724,2017,Salem,1255,1004,1,Residential,Luxury,2,2,1,1,RCC,4518,331,15.06,12.05,8032,59,22,40,25,12,11,360,61,2014,9158,6633146.88,2674656.0,10698624.0
725,2019,Trichy,2200,1760,3,Residential,Premium,5,4,1,1,RCC,7920,580,26.4,21.12,14080,31,16,70,44,22,19,441,63,1691,8122,9082057.6,3662120.0,14648480.0
726,2010,Coimbatore,3621,2897,3,Residential,Standard,4,4,1,1,RCC,13036,956,43.45,34.76,23176,51,30,115,72,36,32,460,75,1905,9530,17027407.2,6865890.0,27463560.0
727,2017,Salem,2460,1968,1,Residential,Luxury,3,3,1,1,RCC,8856,649,29.52,23.62,15744,57,22,78,49,24,21,379,66,1432,8135,12211361.28,4923936.0,19695744.0
728,2013,Madurai,2262,1810,3,Residential,Luxury,2,2,1,1,RCC,8145,597,27.15,21.72,14480,83,18,72,45,22,20,426,70,1571,8524,12321756.0,4968450.0,19873800.0
729,2013,Chennai,1783,1427,2,Residential,Economy,4,4,1,1,RCC,6421,470,21.4,17.12,11416,35,21,57,35,17,15,380,65,1414,8864,6989446.0,2818325.0,11273300.0
730,2022,Trichy,2203,1763,1,Residential,Economy,3,3,1,1,RCC,7933,581,26.45,21.16,14104,70,11,70,44,22,19,451,80,1270,11225,6077413.6,2450570.0,9802280.0
731,2024,Tiruppur,1640,1312,3,Residential,Economy,5,4,1,1,RCC,5904,432,19.68,15.74,10496,66,10,52,32,16,14,466,68,1376,7985,6426176.0,2591200.0,10364800.0
732,2018,Trichy,3048,2439,1,Residential,Economy,3,3,1,1,RCC,10975,804,36.59,29.27,19512,31,18,97,60,30,27,470,69,1454,10872,9768682.8,3938985.0,15755940.0
733,2016,Erode,2245,1796,3,Residential,Economy,4,4,1,1,RCC,8082,592,26.94,21.55,14368,41,8,71,44,22,19,438,62,2478,7084,6992905.6,2819720.0,11278880.0
734,2016,Tiruppur,1050,840,1,Residential,Premium,2,2,1,1,RCC,3780,277,12.6,10.08,6720,39,11,33,21,10,9,461,68,1689,11606,5014262.4,2021880.0,8087520.0
735,2026,Trichy,1030,824,1,Residential,Standard,5,4,1,1,RCC,3708,271,12.36,9.89,6592,29,11,32,20,10,9,372,65,1565,7406,4622442.24,1863888.0,7455552.0
736,2022,Trichy,1406,1125,3,Residential,Premium,1,1,1,1,RCC,5062,371,16.88,13.5,9000,76,19,45,28,14,12,420,59,2389,8954,6715530.0,2707875.0,10831500.0
737,2023,Salem,1357,1086,3,Residential,Economy,4,4,1,1,RCC,4887,358,16.29,13.03,8688,73,27,43,27,13,12,441,71,1571,7429,4834437.6,1949370.0,7797480.0
738,2010,Tiruppur,2645,2116,3,Residential,Economy,4,4,1,1,RCC,9522,698,31.74,25.39,16928,89,16,84,52,26,23,400,75,2426,11083,7766566.4,3131680.0,12526720.0
739,2018,Coimbatore,3391,2713,3,Residential,Premium,1,1,1,1,RCC,12208,895,40.7,32.56,21704,90,8,108,67,33,30,428,65,1988,11092,13999785.38,5645074.75,22580299.0
740,2019,Erode,2226,1781,2,Residential,Premium,3,3,1,1,RCC,8014,587,26.71,21.37,14248,72,15,71,44,22,19,399,60,2401,7202,9478624.48,3822026.0,15288104.0
741,2018,Erode,1132,906,3,Residential,Premium,3,3,1,1,RCC,4077,298,13.59,10.87,7248,63,13,36,22,11,10,408,69,1670,7730,6287893.68,2535441.0,10141764.0
742,2026,Madurai,3355,2684,3,Residential,Economy,1,1,1,1,RCC,12078,885,40.26,32.21,21472,29,17,107,67,33,29,441,78,2373,11005,10450422.4,4213880.0,16855520.0
743,2026,Madurai,3481,2785,3,Residential,Luxury,4,4,1,1,RCC,12532,919,41.77,33.42,22280,61,9,111,69,34,30,419,59,2198,10220,16161912.0,6516900.0,26067600.0
744,2010,Trichy,1010,808,2,Residential,Standard,3,3,1,1,RCC,3636,266,12.12,9.7,6464,85,19,32,20,10,8,391,82,1528,7715,3342405.12,1347744.0,5390976.0
745,2026,Chennai,3003,2403,1,Residential,Luxury,3,3,1,1,RCC,10813,792,36.05,28.84,19224,29,20,96,60,30,26,417,74,1236,11930,15393233.52,6206949.0,24827796.0
746,2015,Coimbatore,1751,1401,1,Residential,Economy,3,3,1,1,RCC,6304,462,21.02,16.81,11208,36,16,56,35,17,15,419,71,1899,8178,4829527.2,1947390.0,7789560.0
747,2012,Trichy,1933,1547,3,Residential,Economy,3,3,1,1,RCC,6961,510,23.2,18.56,12376,81,11,61,38,19,17,437,76,1871,8488,5505463.6,2219945.0,8879780.0
748,2014,Tiruppur,2698,2159,1,Residential,Economy,4,4,1,1,RCC,9715,712,32.38,25.91,17272,38,10,86,53,26,23,460,76,2311,10101,8406282.4,3389630.0,13558520.0
749,2014,Salem,2843,2275,2,Residential,Premium,1,1,1,1,RCC,10237,750,34.12,27.3,18200,66,16,91,56,28,25,444,67,1654,10769,12475872.5,5030593.75,20122375.0
750,2015,Madurai,2410,1928,2,Residential,Standard,3,3,1,1,RCC,8676,636,28.92,23.14,15424,86,19,77,48,24,21,444,70,1336,9223,8750035.2,3528240.0,14112960.0
751,2012,Chennai,3448,2759,1,Residential,Premium,3,3,1,1,RCC,12415,910,41.38,33.11,22072,87,12,110,68,34,30,459,68,1298,10509,14237157.34,5740789.25,22963157.0
752,2025,Coimbatore,3468,2775,3,Residential,Standard,2,2,1,1,RCC,12487,915,41.62,33.3,22200,64,17,111,69,34,30,469,61,2363,11187,11479176.0,4628700.0,18514800.0
753,2021,Salem,3381,2705,2,Residential,Luxury,2,2,1,1,RCC,12172,892,40.57,32.46,21640,30,16,108,67,33,30,425,60,2538,10027,15697656.0,6329700.0,25318800.0
754,2013,Erode,1810,1448,2,Residential,Premium,2,2,1,1,RCC,6516,477,21.72,17.38,11584,45,27,57,36,18,16,454,78,1747,9415,10049525.44,4052228.0,16208912.0
755,2021,Trichy,2141,1713,2,Residential,Luxury,1,1,1,1,RCC,7708,565,25.7,20.56,13704,34,26,68,42,21,19,447,66,2203,10566,13726063.44,5534703.0,22138812.0
756,2012,Erode,3613,2891,2,Residential,Economy,1,1,1,1,RCC,13009,954,43.36,34.69,23128,43,25,115,72,36,32,367,73,2573,9119,12869575.6,5189345.0,20757380.0
757,2020,Madurai,2141,1713,3,Residential,Premium,1,1,1,1,RCC,7708,565,25.7,20.56,13704,90,14,68,42,21,19,373,61,1935,9380,8007932.4,3229005.0,12916020.0
758,2017,Madurai,1381,1105,3,Residential,Economy,5,4,1,1,RCC,4972,364,16.57,13.26,8840,60,9,44,27,13,12,452,77,1701,7563,5288972.0,2132650.0,8530600.0
759,2026,Tiruppur,2092,1674,2,Residential,Premium,4,4,1,1,RCC,7533,552,25.11,20.09,13392,71,25,66,41,20,18,401,64,1217,11561,10805368.68,4357003.5,17428014.0
760,2026,Salem,1380,1104,2,Residential,Standard,1,1,1,1,RCC,4968,364,16.56,13.25,8832,26,14,44,27,13,12,433,78,1625,7504,5897479.68,2378016.0,9512064.0
761,2021,Tiruppur,2630,2104,3,Residential,Standard,5,4,1,1,RCC,9468,694,31.56,25.25,16832,42,19,84,52,26,23,451,64,2321,10825,9267025.92,3736704.0,14946816.0
762,2016,Madurai,1912,1530,2,Residential,Premium,1,1,1,1,RCC,6885,504,22.95,18.36,12240,86,25,61,38,19,17,367,59,1326,10792,10866213.0,4381537.5,17526150.0
763,2022,Madurai,2677,2142,3,Residential,Standard,1,1,1,1,RCC,9639,706,32.13,25.7,17136,33,25,85,53,26,23,386,78,2100,11481,11442392.64,4613868.0,18455472.0
764,2016,Coimbatore,3355,2684,3,Residential,Luxury,3,3,1,1,RCC,12078,885,40.26,32.21,21472,89,10,107,67,33,29,462,70,2084,7353,17732436.48,7150176.0,28600704.0
765,2018,Trichy,1301,1041,2,Residential,Economy,2,2,1,1,RCC,4684,343,15.62,12.49,8328,78,11,41,26,13,11,456,72,2091,10426,3820886.4,1540680.0,6162720.0
766,2026,Coimbatore,2672,2138,2,Residential,Premium,5,4,1,1,RCC,9621,705,32.07,25.66,17104,41,25,85,53,26,23,404,64,1911,7323,10340693.56,4169634.5,16678538.0
767,2023,Coimbatore,2776,2221,3,Residential,Standard,3,3,1,1,RCC,9994,732,33.31,26.65,17768,65,25,88,55,27,24,428,61,1775,11029,11269531.68,4544166.0,18176664.0
768,2024,Trichy,3107,2486,3,Residential,Premium,3,3,1,1,RCC,11187,820,37.29,29.83,19888,70,30,99,62,31,27,438,78,2078,10455,14437544.44,5821590.5,23286362.0
769,2021,Coimbatore,1438,1151,2,Residential,Luxury,1,1,1,1,RCC,5179,379,17.27,13.81,9208,48,29,46,28,14,12,456,68,1678,8916,7604334.72,3066264.0,12265056.0
770,2012,Tiruppur,2257,1806,1,Residential,Standard,4,4,1,1,RCC,8127,595,27.09,21.67,14448,34,29,72,45,22,20,423,71,2444,11455,8921928.96,3597552.0,14390208.0
771,2021,Chennai,3257,2606,3,Residential,Premium,1,1,1,1,RCC,11727,859,39.09,31.27,20848,34,10,104,65,32,28,411,82,1328,10056,18508072.6,7462932.5,29851730.0
772,2016,Tiruppur,2591,2073,2,Residential,Premium,5,4,1,1,RCC,9328,684,31.09,24.88,16584,41,10,82,51,25,23,447,74,1686,10069,9690860.4,3907605.0,15630420.0
773,2016,Madurai,3333,2667,1,Residential,Economy,4,4,1,1,RCC,12001,880,40.0,32.0,21336,61,27,106,66,33,29,394,77,1842,10574,9788956.8,3947160.0,15788640.0
774,2018,Coimbatore,1705,1364,2,Residential,Standard,5,4,1,1,RCC,6138,450,20.46,16.37,10912,40,16,54,34,17,15,414,76,2392,9408,8017046.4,3232680.0,12930720.0
775,2020,Chennai,2416,1933,1,Residential,Standard,1,1,1,1,RCC,8698,637,28.99,23.2,15464,35,12,77,48,24,21,422,74,2535,8664,8513859.84,3433008.0,13732032.0
776,2011,Coimbatore,2927,2342,1,Residential,Premium,5,4,1,1,RCC,10539,772,35.13,28.1,18736,52,28,93,58,29,26,377,59,2246,7672,13222276.24,5331563.0,21326252.0
777,2022,Erode,3543,2835,2,Residential,Luxury,1,1,1,1,RCC,12757,935,42.52,34.02,22680,29,21,113,70,35,31,448,74,2328,7354,22147020.0,8930250.0,35721000.0
778,2019,Coimbatore,2977,2382,3,Residential,Premium,5,4,1,1,RCC,10719,786,35.73,28.58,19056,73,27,95,59,29,26,366,75,2566,8640,11520828.84,4645495.5,18581982.0
779,2010,Tiruppur,1170,936,1,Residential,Economy,2,2,1,1,RCC,4212,308,14.04,11.23,7488,46,15,37,23,11,10,443,77,1430,11592,4271155.2,1722240.0,6888960.0
780,2025,Tiruppur,3231,2585,3,Residential,Economy,2,2,1,1,RCC,11632,853,38.77,31.02,20680,30,14,103,64,32,28,466,73,1369,8775,12084358.0,4872725.0,19490900.0
781,2011,Erode,1623,1299,2,Residential,Luxury,1,1,1,1,RCC,5845,428,19.48,15.59,10392,83,13,51,32,16,14,409,80,2186,7677,9364958.64,3776193.0,15104772.0
782,2022,Madurai,3185,2548,3,Residential,Luxury,3,3,1,1,RCC,11466,840,38.22,30.58,20384,89,26,101,63,31,28,457,75,2428,8952,15298395.84,6168708.0,24674832.0
783,2020,Trichy,2338,1871,2,Residential,Economy,1,1,1,1,RCC,8419,617,28.06,22.45,14968,26,29,74,46,23,20,422,77,2395,10723,6867318.4,2769080.0,11076320.0
784,2010,Coimbatore,3022,2418,2,Residential,Standard,4,4,1,1,RCC,10881,797,36.27,29.02,19344,84,27,96,60,30,26,372,74,1461,7722,9678576.96,3902652.0,15610608.0
785,2021,Tiruppur,1188,951,3,Residential,Economy,2,2,1,1,RCC,4279,313,14.26,11.41,7608,77,27,38,23,11,10,363,75,1937,11157,3490550.4,1407480.0,5629920.0
786,2023,Coimbatore,1566,1253,3,Residential,Luxury,4,4,1,1,RCC,5638,413,18.79,15.04,10024,39,30,50,31,15,13,416,78,1391,11448,8529922.8,3439485.0,13757940.0
787,2026,Trichy,3478,2783,2,Residential,Economy,3,3,1,1,RCC,12523,918,41.74,33.4,22264,48,19,111,69,34,30,455,72,1613,10931,9593557.6,3868370.0,15473480.0
788,2026,Erode,1740,1392,2,Residential,Standard,2,2,1,1,RCC,6264,459,20.88,16.7,11136,55,22,55,34,17,15,413,67,2219,10210,7249536.0,2923200.0,11692800.0
789,2023,Erode,1068,855,2,Residential,Standard,4,4,1,1,RCC,3847,282,12.82,10.26,6840,85,19,34,21,10,9,469,79,2210,7097,5025348.0,2026350.0,8105400.0
790,2016,Chennai,2095,1676,2,Residential,Premium,3,3,1,1,RCC,7542,553,25.14,20.11,13408,36,14,67,41,20,18,405,62,1385,11237,9191016.4,3706055.0,14824220.0
791,2019,Coimbatore,1735,1388,1,Residential,Premium,3,3,1,1,RCC,6246,458,20.82,16.66,11104,81,25,55,34,17,15,389,77,1426,7923,7611653.2,3069215.0,12276860.0
792,2019,Trichy,3661,2929,1,Residential,Economy,5,4,1,1,RCC,13180,966,43.93,35.15,23432,48,27,117,73,36,32,427,63,2043,8519,14019365.6,5652970.0,22611880.0
793,2023,Chennai,1435,1148,3,Residential,Economy,2,2,1,1,RCC,5166,378,17.22,13.78,9184,61,22,45,28,14,12,457,74,2346,7172,5751020.8,2318960.0,9275840.0
794,2025,Chennai,3703,2963,2,Residential,Luxury,1,1,1,1,RCC,13333,977,44.45,35.56,23704,44,13,118,74,37,32,421,63,1222,9564,21956541.12,8853444.0,35413776.0
795,2012,Chennai,2877,2302,3,Residential,Standard,1,1,1,1,RCC,10359,759,34.53,27.62,18416,32,13,92,57,28,25,384,82,1740,7057,10755680.64,4336968.0,17347872.0
796,2026,Salem,1633,1307,1,Residential,Premium,3,3,1,1,RCC,5881,431,19.61,15.68,10456,41,19,52,32,16,14,416,81,1428,11037,6532961.08,2634258.5,10537034.0
797,2017,Trichy,3616,2893,1,Residential,Luxury,2,2,1,1,RCC,13018,954,43.39,34.72,23144,45,13,115,72,36,32,387,68,1452,8803,17950949.28,7238286.0,28953144.0
798,2012,Tiruppur,2003,1603,2,Residential,Economy,5,4,1,1,RCC,7213,528,24.04,19.24,12824,72,26,64,40,20,17,465,69,1379,9949,6957020.0,2805250.0,11221000.0
799,2018,Coimbatore,2465,1972,3,Residential,Standard,3,3,1,1,RCC,8874,650,29.58,23.66,15776,53,17,78,49,24,21,464,82,1232,8223,10798356.48,4354176.0,17416704.0
800,2025,Trichy,2366,1893,3,Residential,Premium,1,1,1,1,RCC,8518,624,28.39,22.72,15144,86,25,75,47,23,21,455,82,1349,11179,8849396.4,3568305.0,14273220.0
801,2016,Coimbatore,1795,1436,2,Residential,Premium,5,4,1,1,RCC,6462,473,21.54,17.23,11488,54,22,57,35,17,15,439,69,1207,9202,10198615.6,4112345.0,16449380.0
802,2025,Salem,2365,1892,3,Residential,Economy,1,1,1,1,RCC,8514,624,28.38,22.7,15136,62,24,75,47,23,21,431,77,2113,7595,9478163.2,3821840.0,15287360.0
803,2013,Tiruppur,1870,1496,2,Residential,Premium,2,2,1,1,RCC,6732,493,22.44,17.95,11968,76,8,59,37,18,16,369,66,1708,7256,8930162.56,3600872.0,14403488.0
804,2026,Erode,1997,1598,2,Residential,Premium,4,4,1,1,RCC,7191,527,23.97,19.18,12784,76,27,63,39,19,17,423,74,2240,11410,8763272.2,3533577.5,14134310.0
805,2018,Erode,2103,1683,2,Residential,Standard,4,4,1,1,RCC,7573,555,25.24,20.2,13464,34,24,67,42,21,18,441,76,1570,11247,8765064.0,3534300.0,14137200.0
806,2021,Salem,1037,830,2,Residential,Luxury,3,3,1,1,RCC,3735,273,12.45,9.96,6640,32,10,33,20,10,9,396,66,2131,8228,5817038.4,2345580.0,9382320.0
807,2018,Trichy,1167,934,2,Residential,Luxury,5,4,1,1,RCC,4203,308,14.01,11.21,7472,80,19,37,23,11,10,427,72,2561,11460,6170676.48,2488176.0,9952704.0
808,2010,Erode,2770,2216,3,Residential,Economy,1,1,1,1,RCC,9972,731,33.24,26.59,17728,58,21,88,55,27,24,373,60,1711,11582,7638995.2,3080240.0,12320960.0
809,2012,Trichy,1981,1585,3,Residential,Economy,3,3,1,1,RCC,7132,523,23.77,19.02,12680,56,30,63,39,19,17,469,68,1666,8046,5286926.0,2131825.0,8527300.0
810,2012,Coimbatore,2663,2131,3,Residential,Standard,4,4,1,1,RCC,9589,703,31.96,25.57,17048,85,10,85,53,26,23,361,75,1291,7955,9385946.88,3784656.0,15138624.0
811,2021,Erode,3302,2642,3,Residential,Premium,2,2,1,1,RCC,11889,871,39.63,31.7,21136,65,25,105,66,33,29,433,59,2463,11390,14060935.36,5669732.0,22678928.0
812,2019,Erode,2981,2385,3,Residential,Premium,5,4,1,1,RCC,10732,787,35.77,28.62,19080,78,18,95,59,29,26,443,82,1445,8491,14622864.3,5896316.25,23585265.0
813,2012,Chennai,3591,2873,1,Residential,Premium,3,3,1,1,RCC,12928,948,43.09,34.48,22984,86,16,114,71,35,31,433,77,2012,9671,18544697.86,7477700.75,29910803.0
814,2019,Madurai,3333,2667,1,Residential,Luxury,5,4,1,1,RCC,12001,880,40.0,32.0,21336,48,28,106,66,33,29,374,75,1257,8971,20298857.04,8185023.0,32740092.0
815,2019,Madurai,1643,1315,3,Residential,Economy,3,3,1,1,RCC,5917,433,19.72,15.78,10520,88,10,52,32,16,14,468,65,1644,11115,5707100.0,2301250.0,9205000.0
816,2013,Trichy,1077,862,3,Residential,Luxury,3,3,1,1,RCC,3879,284,12.93,10.34,6896,67,10,34,21,10,9,377,61,1411,11878,5694992.64,2296368.0,9185472.0
817,2013,Tiruppur,1217,974,3,Residential,Standard,4,4,1,1,RCC,4383,321,14.61,11.69,7792,76,10,38,24,12,10,420,59,1447,9986,4942153.92,1992804.0,7971216.0
818,2014,Tiruppur,2132,1706,1,Residential,Economy,1,1,1,1,RCC,7677,562,25.59,20.47,13648,62,29,68,42,21,18,422,65,2018,10904,7975208.8,3215810.0,12863240.0
819,2020,Trichy,2085,1668,2,Residential,Standard,5,4,1,1,RCC,7506,550,25.02,20.02,13344,90,14,66,41,20,18,435,77,2208,11519,6676536.96,2692152.0,10768608.0
820,2016,Salem,3728,2983,2,Residential,Standard,3,3,1,1,RCC,13423,984,44.74,35.8,23864,25,20,119,74,37,33,426,79,1507,8713,17932364.16,7230792.0,28923168.0
821,2026,Erode,3705,2964,3,Residential,Economy,5,4,1,1,RCC,13338,978,44.46,35.57,23712,83,8,118,74,37,32,426,58,1289,10511,14186889.6,5720520.0,22882080.0
822,2019,Madurai,1611,1289,3,Residential,Luxury,3,3,1,1,RCC,5800,425,19.34,15.47,10312,52,23,51,32,16,14,397,72,1701,9546,10069668.0,4060350.0,16241400.0
823,2019,Tiruppur,2900,2320,3,Residential,Premium,5,4,1,1,RCC,10440,765,34.8,27.84,18560,73,24,92,58,29,25,374,68,1495,10880,12722648.0,5130100.0,20520400.0
824,2023,Salem,3126,2501,2,Residential,Premium,3,3,1,1,RCC,11254,825,37.52,30.01,20008,89,19,100,62,31,27,382,69,1486,7056,17357640.28,6999048.5,27996194.0
825,2025,Salem,1287,1030,1,Residential,Premium,3,3,1,1,RCC,4635,339,15.45,12.36,8240,41,30,41,25,12,11,443,79,2041,8847,5648417.0,2277587.5,9110350.0
826,2010,Tiruppur,2263,1811,2,Residential,Premium,1,1,1,1,RCC,8149,597,27.16,21.73,14488,51,30,72,45,22,20,456,67,1740,9046,10810510.96,4359077.0,17436308.0
827,2011,Chennai,3073,2459,1,Residential,Economy,1,1,1,1,RCC,11065,811,36.88,29.51,19672,61,21,98,61,30,27,441,81,1496,11847,9848786.8,3971285.0,15885140.0
828,2017,Chennai,1397,1118,1,Residential,Standard,2,2,1,1,RCC,5031,368,16.77,13.42,8944,30,25,44,27,13,12,452,60,1634,8542,5373376.32,2166684.0,8666736.0
829,2012,Coimbatore,1891,1513,1,Residential,Premium,1,1,1,1,RCC,6808,499,22.7,18.16,12104,42,10,60,37,18,16,408,77,1818,7807,8052307.04,3246898.0,12987592.0
830,2011,Chennai,1007,806,3,Residential,Premium,3,3,1,1,RCC,3627,265,12.09,9.67,6448,41,24,32,20,10,8,454,82,1607,10086,3898315.72,1571901.5,6287606.0
831,2014,Erode,2428,1943,3,Residential,Economy,2,2,1,1,RCC,8743,641,29.14,23.32,15544,29,26,77,48,24,21,419,81,1726,8299,7131587.2,2875640.0,11502560.0
832,2021,Erode,1122,898,1,Residential,Economy,3,3,1,1,RCC,4041,296,13.47,10.78,7184,82,8,35,22,11,9,380,76,1939,11251,4398404.0,1773550.0,7094200.0
833,2011,Coimbatore,1661,1329,3,Residential,Luxury,4,4,1,1,RCC,5980,438,19.93,15.95,10632,88,21,53,33,16,14,386,68,2007,7240,11716995.6,4724595.0,18898380.0
834,2026,Coimbatore,2131,1705,2,Residential,Luxury,2,2,1,1,RCC,7672,562,25.57,20.46,13640,35,24,68,42,21,18,387,81,1401,10172,12291958.8,4956435.0,19825740.0
835,2021,Tiruppur,3316,2653,1,Residential,Luxury,5,4,1,1,RCC,11938,875,39.8,31.84,21224,39,8,106,66,33,29,433,63,2028,9491,16461758.88,6637806.0,26551224.0
836,2014,Coimbatore,1746,1397,3,Residential,Standard,5,4,1,1,RCC,6286,461,20.95,16.76,11176,36,16,55,34,17,15,450,82,2565,11906,6153058.56,2481072.0,9924288.0
837,2019,Tiruppur,2303,1843,2,Residential,Luxury,3,3,1,1,RCC,8293,608,27.64,22.12,14744,32,8,73,46,23,20,440,68,2293,7607,11435741.28,4611186.0,18444744.0
838,2013,Erode,2442,1954,2,Residential,Economy,1,1,1,1,RCC,8793,644,29.31,23.45,15632,68,24,78,48,24,21,386,62,1562,8798,9788758.4,3947080.0,15788320.0
839,2023,Erode,3143,2515,1,Residential,Standard,3,3,1,1,RCC,11317,829,37.73,30.18,20120,25,10,100,62,31,27,413,59,1246,7947,13771737.6,5553120.0,22212480.0
840,2020,Trichy,1676,1341,1,Residential,Premium,1,1,1,1,RCC,6034,442,20.11,16.09,10728,55,8,53,33,16,14,426,61,1592,8585,9740916.72,3927789.0,15711156.0
841,2011,Trichy,3071,2457,1,Residential,Luxury,1,1,1,1,RCC,11056,810,36.85,29.48,19656,48,10,98,61,30,27,369,76,2328,11519,19687646.16,7938567.0,31754268.0
842,2021,Madurai,1136,909,2,Residential,Standard,1,1,1,1,RCC,4090,299,13.63,10.91,7272,28,27,36,22,11,10,419,66,2094,9452,5464471.68,2203416.0,8813664.0
843,2012,Tiruppur,3696,2957,3,Residential,Economy,4,4,1,1,RCC,13306,975,44.35,35.48,23656,78,12,118,73,36,32,373,70,2236,11714,13493382.4,5440880.0,21763520.0
844,2016,Coimbatore,2432,1946,2,Residential,Luxury,1,1,1,1,RCC,8757,642,29.19,23.35,15568,54,8,77,48,24,21,432,64,1558,9533,11683939.68,4711266.0,18845064.0
845,2013,Madurai,2802,2242,3,Residential,Economy,1,1,1,1,RCC,10089,739,33.63,26.9,17936,33,27,89,56,28,24,417,58,1271,8545,7728622.4,3116380.0,12465520.0
846,2010,Trichy,2673,2139,2,Residential,Economy,2,2,1,1,RCC,9625,705,32.09,25.67,17112,75,27,85,53,26,23,427,79,2056,8467,7373560.8,2973210.0,11892840.0
847,2024,Salem,2785,2228,1,Residential,Standard,3,3,1,1,RCC,10026,735,33.42,26.74,17824,84,27,89,55,27,24,375,65,1352,11669,11603424.0,4678800.0,18715200.0
848,2024,Salem,2431,1945,1,Residential,Premium,4,4,1,1,RCC,8752,641,29.17,23.34,15560,56,8,77,48,24,21,432,67,1620,7350,13813584.5,5569993.75,22279975.0
849,2014,Tiruppur,3053,2443,3,Residential,Premium,3,3,1,1,RCC,10993,806,36.64,29.32,19544,70,21,97,61,30,27,427,62,2277,11617,16559777.78,6677329.75,26709319.0
850,2020,Erode,2836,2269,1,Residential,Premium,4,4,1,1,RCC,10210,748,34.03,27.23,18152,29,25,90,56,28,25,387,62,2404,10761,15380325.74,6201744.25,24806977.0
851,2023,Madurai,1318,1055,1,Residential,Luxury,2,2,1,1,RCC,4747,348,15.82,12.66,8440,32,27,42,26,13,11,392,65,2410,8781,6970089.6,2810520.0,11242080.0
852,2025,Tiruppur,2200,1760,3,Residential,Economy,3,3,1,1,RCC,7920,580,26.4,21.12,14080,78,18,70,44,22,19,361,80,1920,10332,6263488.0,2525600.0,10102400.0
853,2015,Tiruppur,3678,2943,2,Residential,Standard,3,3,1,1,RCC,13243,971,44.14,35.32,23544,54,18,117,73,36,32,422,69,2222,7963,15327144.0,6180300.0,24721200.0
854,2024,Erode,3142,2514,1,Residential,Luxury,1,1,1,1,RCC,11313,829,37.71,30.17,20112,76,25,100,62,31,27,423,60,1415,9925,16104281.76,6493662.0,25974648.0
855,2016,Madurai,3657,2926,3,Residential,Economy,2,2,1,1,RCC,13167,965,43.89,35.11,23408,86,19,117,73,36,32,382,62,1745,9590,13678464.8,5515510.0,22062040.0
856,2012,Madurai,2721,2177,3,Residential,Economy,3,3,1,1,RCC,9796,718,32.66,26.12,17416,66,11,87,54,27,24,385,79,2371,9019,8719320.4,3515855.0,14063420.0
857,2013,Salem,1258,1007,2,Residential,Standard,4,4,1,1,RCC,4531,332,15.1,12.08,8056,56,21,40,25,12,11,454,76,2394,8068,4570168.8,1842810.0,7371240.0
858,2010,Coimbatore,1481,1185,2,Residential,Economy,2,2,1,1,RCC,5332,391,17.77,14.22,9480,82,14,47,29,14,13,449,66,1591,9483,5804130.0,2340375.0,9361500.0
859,2011,Madurai,3387,2710,3,Residential,Standard,5,4,1,1,RCC,12195,894,40.65,32.52,21680,25,9,108,67,33,30,422,61,1485,8453,16291219.2,6569040.0,26276160.0
860,2025,Tiruppur,3208,2567,1,Residential,Premium,1,1,1,1,RCC,11551,847,38.5,30.8,20536,68,19,102,64,32,28,373,66,1899,7521,14492563.24,5843775.5,23375102.0
861,2021,Coimbatore,1308,1047,3,Residential,Standard,5,4,1,1,RCC,4711,345,15.71,12.56,8376,44,10,41,26,13,11,432,81,1793,10698,4190847.84,1689858.0,6759432.0
862,2024,Madurai,3402,2722,1,Residential,Economy,1,1,1,1,RCC,12249,898,40.83,32.66,21776,68,19,108,68,34,30,439,79,2325,10577,11205929.6,4518520.0,18074080.0
863,2020,Tiruppur,2302,1842,2,Residential,Standard,4,4,1,1,RCC,8289,607,27.63,22.1,14736,32,20,73,46,23,20,398,82,2569,8764,9839816.64,3967668.0,15870672.0
